,id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
9560,11509,75,2,183702,12,7,6,4,0,1,1,1,1,7,0
9561,6980,30,4,289992,3,15,1,3,1,0,0,1,1,51,0
9562,12565,47,2,203654,0,14,2,5,5,1,0,1,1,41,0
9563,599,23,2,158523,5,11,0,9,3,2,0,1,1,36,0
9564,4137,36,2,300334,7,12,1,5,1,0,0,1,1,41,23
9565,11010,47,1,65536,0,14,1,8,1,0,0,1,1,61,0
9566,5645,35,2,249949,5,11,2,4,0,0,1,1,1,35,0
9567,8836,38,4,312233,0,14,1,11,1,0,0,5179,1,41,0
9568,23366,54,4,200191,3,15,1,3,1,0,0,1,1978,56,0
9569,28752,40,2,61179,0,14,2,0,4,0,0,1,1,41,0
9570,20098,36,2,224513,3,15,1,5,1,0,0,1,1,56,0
9571,32445,62,2,190683,1,10,6,6,0,1,1,1,1670,51,0
9572,9656,41,2,149103,1,10,1,6,1,0,0,1,1,41,0
9573,12443,24,2,224633,0,14,0,0,3,1,1,1,1,39,0
9574,18388,37,2,185608,1,10,0,4,4,0,1,1,1,31,0
9575,26442,65,5,185913,10,16,1,3,1,0,0,100000,1,36,0
9576,2827,28,2,144064,12,7,0,6,4,0,0,1,1,76,0
9577,8581,28,4,191203,1,10,0,4,3,0,0,1,1,46,0
9578,30637,33,2,218323,1,10,1,6,1,0,0,1,1,41,0
9579,16511,23,1,357613,1,10,1,6,1,0,0,1,1,61,0
9580,19634,31,2,229896,12,7,2,4,4,0,1,1,1,41,0
9581,29905,20,2,292584,1,10,0,4,3,0,1,1,1,31,0
9582,1727,30,2,247446,1,10,2,5,0,0,0,1,1,46,0
9583,923,39,2,97084,5,11,1,0,2,1,1,1,1,41,0
9584,7658,44,2,59108,1,10,4,4,0,0,1,4102,1,41,0
9585,21821,38,2,172695,5,11,1,2,1,1,0,1,1,51,0
9586,15313,28,2,160292,5,11,0,0,4,1,1,1,1,41,10
9587,15721,46,2,87584,1,10,1,3,2,0,1,1,1,15,0
9588,930,43,2,162004,1,10,2,9,0,0,0,1,1,56,0
9589,11759,57,2,367201,1,10,2,6,5,0,0,1,1,41,0
9590,19911,27,2,314799,1,10,0,0,0,0,0,1,1,51,0
9591,12780,51,4,50179,5,11,1,6,1,0,0,4065,1,56,0
9592,8932,23,2,249728,5,11,0,7,3,0,0,1,1,21,0
9593,13526,45,3,210493,5,11,2,0,4,1,0,1,1,41,0
9594,11115,37,2,275339,0,14,1,1,2,0,1,1,1,41,0
9595,4160,63,5,164617,9,17,1,3,1,0,0,15025,1,46,0
9596,10790,41,2,226586,5,11,1,0,2,0,1,1,1,36,0
9597,4741,57,2,147056,4,6,2,11,0,0,0,1,1,41,0
9598,10312,41,2,151505,1,10,1,7,1,0,0,1,1,51,0
9599,6870,31,2,170155,0,14,0,10,0,0,1,1,1,41,0
9600,6672,27,2,173928,7,12,0,3,3,4,1,1,1,61,2
9601,17776,22,2,48302,5,11,0,2,3,0,0,1,1,41,0
9602,8366,63,2,121320,0,14,1,3,1,0,0,3104,1,41,0
9603,14780,22,1,199420,1,10,0,4,3,0,1,1,1,51,0
9604,7824,52,2,182315,3,15,1,10,1,0,0,1,1,41,0
9605,3587,55,2,143866,1,10,2,5,4,0,1,1,1,36,0
9606,18996,59,2,199279,0,14,2,1,0,0,0,1,1,39,0
9607,14532,28,2,29524,12,7,1,2,1,0,0,1,1,41,0
9608,12056,18,2,159850,2,8,0,11,3,0,1,1,1,31,0
9609,31870,45,2,182371,1,10,1,6,1,0,0,1,1,41,0
9610,8135,29,2,109495,5,11,1,0,1,0,0,1,1486,41,0
9611,784,41,2,237602,0,14,0,5,0,4,1,1,1,56,0
9612,10486,23,2,124972,0,14,0,1,0,0,0,1,1,31,0
9613,11831,49,2,160648,5,11,0,1,0,0,1,1,1,41,38
9614,20885,19,2,240184,1,10,0,4,3,0,1,1,1,21,0
9615,20142,32,2,178624,0,14,0,3,0,1,1,14085,1,61,0
9616,11797,33,2,264555,5,11,1,10,1,0,0,1,1,41,0
9617,26540,43,2,138663,5,11,4,0,3,0,1,1,1,41,0
9618,15639,24,2,215444,5,11,0,4,0,0,0,1,1,71,0
9619,11694,27,2,102477,0,14,1,1,1,0,0,1,1,41,0
9620,11865,61,2,82389,5,11,1,11,1,0,0,1,1,39,0
9621,6109,25,2,166298,0,14,0,3,3,2,0,1,1,26,0
9622,16705,60,1,199241,1,10,2,3,0,0,0,1,1,21,8
9623,31535,52,1,291756,8,5,1,1,1,0,0,1,1,43,0
9624,392,49,4,188742,3,15,0,3,0,0,1,1,1,51,0
9625,18825,34,2,123292,1,10,1,9,1,0,0,1,1,85,0
9626,17888,33,2,228266,1,10,0,2,3,0,1,1,1,31,0
9627,9786,33,2,347624,1,10,1,9,1,0,0,1,1,41,0
9628,12354,61,4,141638,3,15,1,3,1,0,0,1,1,41,0
9629,21965,22,2,136874,5,11,0,3,3,0,0,1,1,11,0
9630,5308,27,2,273793,5,11,0,4,3,0,0,1,1,21,0
9631,31622,62,1,268832,1,10,1,5,1,0,0,1,1,54,0
9632,31237,19,2,231563,1,10,0,5,3,0,1,1,1,34,0
9633,8955,86,2,188329,3,15,6,3,0,0,1,1,1,6,0
9634,11577,42,4,106983,0,14,1,3,2,0,1,1,1,53,0
9635,29141,54,2,347447,4,6,1,9,1,1,0,1,1,41,0
9636,1410,49,2,329779,1,10,6,4,4,0,1,1,1,41,0
9637,1172,45,1,188279,6,13,2,1,4,1,1,1,1,46,0
9638,12812,21,2,143605,5,11,0,5,4,0,1,1,1,3,0
9639,12448,24,2,37073,1,10,1,6,1,0,0,1,1,41,0
9640,12815,24,2,238832,5,11,0,0,3,0,0,1,1,41,0
9641,7130,38,2,176160,0,14,1,1,1,0,0,1,1,41,0
9642,14708,31,2,227887,1,10,0,1,3,1,1,1,1,36,2
9643,22198,44,2,151090,5,11,1,7,1,0,0,1,1,51,0
9644,6000,38,1,377799,5,11,2,6,0,0,0,1,1,51,0
9645,11368,23,2,214717,1,10,0,4,3,0,1,1,1,41,0
9646,4749,63,4,249079,0,14,2,3,0,1,1,1,1,41,0
9647,6155,34,5,287373,5,11,1,1,1,0,0,1,1,51,0
9648,10649,63,0,160063,1,10,1,7,1,0,0,1,1,45,0
9649,19714,20,2,109006,5,11,0,3,3,0,1,1,1,41,0
9650,6916,46,2,168192,5,11,1,10,1,0,0,15025,1,38,0
9651,14128,43,2,190291,6,13,1,3,1,0,0,1,1,41,0
9652,2868,26,1,210279,0,14,0,3,3,0,0,1,1,31,0
9653,27584,28,2,202207,2,8,4,8,5,0,0,1,1,41,6
9654,22298,18,2,134481,2,8,0,13,3,0,1,1,1,26,0
9655,23930,43,2,157426,0,14,2,1,4,0,1,1,1,46,0
9656,658,47,2,196708,1,10,2,6,0,0,0,1,1,56,0
9657,12174,29,1,35865,5,11,1,1,1,4,0,1,1,71,11
9658,26374,28,1,328519,7,12,0,3,5,0,0,1,1,31,0
9659,13783,48,2,206660,5,11,2,0,5,0,1,1,1,41,0
9660,24424,30,2,100765,0,14,1,1,1,0,0,1,1,46,0
9661,25567,26,2,132684,1,10,0,13,0,0,1,1,1,51,0
9662,20259,52,4,193721,1,10,3,2,4,0,0,1,1,41,0
9663,9735,79,2,180240,3,15,6,6,4,2,0,1,1,41,5
9664,19832,38,2,434098,6,13,2,6,0,1,0,1,1,41,0
9665,15872,50,0,194896,0,14,2,3,0,0,0,1,1,41,0
9666,2177,28,2,159110,5,11,0,5,3,0,0,1,1,43,0
9667,1659,19,2,150818,15,9,0,11,3,0,1,1,1,46,0
9668,27840,36,2,265663,0,14,1,5,1,0,0,1,1,41,0
9669,32207,34,2,256363,5,11,0,4,0,0,0,1,1,36,0
9670,32404,36,2,379960,1,10,2,4,0,0,1,1,1,41,0
9671,15842,19,2,294254,1,10,0,4,3,0,1,1,1,28,0
9672,12486,60,2,530100,5,11,1,6,1,0,0,1,1888,56,0
9673,21655,25,2,117768,6,13,0,5,3,0,0,1,1,21,0
9674,5880,29,2,161608,5,11,1,7,1,0,0,1,1,46,0
9675,21220,23,2,317020,5,11,0,4,0,0,1,1,1,31,0
9676,31838,35,4,231827,1,10,1,3,1,0,0,1,1,41,24
9677,15868,27,3,85483,1,10,0,0,0,2,0,1,1,41,0
9678,24557,54,2,182856,12,7,2,0,4,0,1,1,1,49,0
9679,10434,43,1,165816,0,14,1,3,1,0,0,1,1,53,0
9680,11908,27,2,78425,7,12,0,5,4,0,1,1,1,55,0
9681,14732,24,2,146179,1,10,4,0,5,0,0,1,1,47,0
9682,6664,35,4,211240,0,14,2,3,4,0,1,6498,1,41,0
9683,8760,55,2,50386,0,14,2,1,0,1,1,1,1,46,0
9684,10969,38,2,446391,5,11,1,9,2,0,1,1,1,41,0
9685,12229,82,1,184763,5,11,1,10,1,0,0,1,1,26,34
9686,22382,53,2,164531,2,8,2,9,0,1,1,1,1,21,0
9687,13038,56,2,210319,1,10,1,8,1,0,0,1,1,41,0
9688,2523,34,2,145438,5,11,2,6,4,0,0,1,1,41,0
9689,7862,52,2,173988,1,10,1,6,1,0,0,1,1,41,0
9690,13999,38,2,52222,2,8,1,7,1,0,0,1,1,41,0
9691,14644,34,2,93214,1,10,1,6,1,0,0,1,1,46,0
9692,15783,44,3,211764,9,17,4,3,4,1,1,1,1,25,0
9693,611,30,2,293074,10,16,1,3,1,0,0,7299,1,49,0
9694,7457,32,2,54342,1,10,1,2,1,0,0,1,1,46,0
9695,6627,30,2,183062,1,10,1,6,1,3,0,1,1,49,0
9696,20769,31,2,105909,1,10,1,6,1,0,0,1,1,41,0
9697,2627,41,1,29703,1,10,0,8,3,0,0,1,1,86,0
9698,18945,21,2,201800,5,11,0,5,3,0,1,1,1,14,0
9699,26887,37,5,242081,10,16,1,3,1,0,0,1,1,81,0
9700,9407,43,2,175936,1,10,2,7,0,0,0,1,1981,47,0
9701,12741,37,2,361889,1,10,1,7,1,0,0,1,1,46,0
9702,20937,34,2,169497,0,14,1,1,1,0,0,1,1,51,0
9703,18327,27,2,160446,1,10,2,6,0,0,0,1,1,41,0
9704,7637,22,2,464485,1,10,3,0,3,0,1,1,1,41,0
9705,13418,21,0,205896,5,11,0,0,3,0,1,1,1,11,0
9706,17860,23,2,197839,0,14,0,1,0,0,0,1,1,41,0
9707,11901,41,2,214243,1,10,1,9,1,0,0,1,1,51,0
9708,8850,41,2,96498,0,14,1,1,1,0,0,1,1,51,0
9709,3386,26,1,136310,2,8,0,5,3,0,0,1,1,41,0
9710,9011,28,2,89814,0,14,0,3,0,0,1,1,1,41,0
9711,29374,24,2,212618,0,14,0,4,0,0,0,1,1,67,18
9712,12125,32,2,126502,5,11,1,6,1,0,0,1,1,41,0
9713,4947,41,2,215480,1,10,0,4,5,1,0,1,1,41,0
9714,7051,37,2,367217,5,11,3,4,3,0,1,1,1,29,0
9715,18119,65,1,30665,7,12,1,8,1,0,0,1,1,31,0
9716,8807,25,0,292817,7,12,0,0,3,0,1,1,1,41,0
9717,26154,69,2,148875,4,6,1,6,1,1,0,1,1,45,0
9718,1146,24,2,127877,5,11,0,4,0,0,1,1,1,36,0
9719,25925,38,0,482928,5,11,2,4,0,0,0,1,1,66,0
9720,1533,41,2,222505,7,12,0,3,3,0,1,1,1,37,0
9721,18928,26,2,190629,5,11,1,6,1,0,0,1,1,41,15
9722,18512,34,2,174790,5,11,0,0,0,0,0,1,1,51,0
9723,15976,36,2,46948,5,11,2,0,0,0,1,1,1,46,0
9724,28627,62,2,35650,5,11,1,4,1,0,0,1,1,7,0
9725,21218,30,2,143583,1,10,1,0,2,2,1,1,1,36,36
9726,9270,30,2,296451,8,5,0,6,0,0,0,1,1,41,0
9727,769,57,0,133729,5,11,1,1,1,0,0,1,1,36,0
9728,8401,23,2,190458,12,7,0,4,0,0,1,1,1,36,0
9729,23438,21,2,236593,2,8,0,5,3,0,1,1,1,26,0
9730,14903,80,5,309273,1,10,1,1,1,0,0,1,1,41,0
9731,11271,27,4,345780,0,14,0,3,0,0,0,1,1,44,0
9732,107,29,2,154237,1,10,0,7,3,0,0,2598,1,41,0
9733,23979,45,2,193525,5,11,1,3,1,0,0,1,1,41,0
9734,7674,47,2,83065,6,13,1,9,1,0,0,1,1,41,0
9735,30911,33,2,269183,5,11,4,10,4,1,1,3888,1,41,0
9736,21695,43,2,195097,1,10,1,5,1,0,0,4065,1,41,0
9737,10068,40,2,247559,5,11,0,5,0,0,0,1,1,42,0
9738,20560,40,2,421634,5,11,2,11,4,1,1,1,1,31,0
9739,15091,54,2,174656,8,5,0,4,3,0,0,1,1,41,0
9740,6263,43,1,206067,3,15,1,3,1,0,0,1,1,66,0
9741,24303,26,5,90753,0,14,0,5,0,0,1,1,1,51,0
9742,22732,29,2,192385,0,14,1,5,1,0,0,1,1,41,0
9743,26618,63,1,226547,10,16,1,3,1,0,0,1,1,17,0
9744,27962,24,0,56403,5,11,1,3,1,0,0,1,1,31,0
9745,22783,51,5,194515,3,15,0,3,0,1,0,1,1,51,33
9746,548,22,2,196817,7,12,1,6,5,0,0,1,1,51,0
9747,15941,20,2,112781,5,11,0,5,3,0,1,1,1,21,0
9748,25063,48,2,187441,1,10,1,6,1,0,0,5179,1,41,0
9749,2327,19,2,244572,2,8,0,0,3,0,1,1,1,11,0
9750,12340,49,2,98525,6,13,1,6,1,0,0,1,1,46,0
9751,11323,19,1,379243,5,11,0,1,0,0,1,1,1,51,0
9752,8466,26,2,359986,11,4,0,0,0,0,1,1,1,34,4
9753,20414,59,2,56332,0,14,1,5,1,0,0,1,1,41,0
9754,4914,36,2,360800,1,10,1,6,1,0,0,7299,1,41,0
9755,30249,57,0,68659,5,11,1,1,1,0,0,1,1,41,0
9756,21987,49,2,395369,5,11,2,2,5,1,0,1,1,41,0
9757,1291,30,2,217291,5,11,0,1,0,0,1,1,1,41,0
9758,12218,23,2,172497,5,11,0,2,0,0,0,1,1,41,14
9759,10584,47,4,117311,0,14,1,3,2,0,1,1,1,22,0
9760,29046,60,2,81974,3,15,1,1,1,2,0,1,1,41,0
9761,26474,31,2,168444,1,10,4,4,4,0,1,1,1,31,0
9762,6147,34,2,111568,0,14,0,5,3,0,0,1,1,41,0
9763,23040,41,2,51291,3,15,1,3,1,0,0,1,1,51,0
9764,1807,31,2,34575,3,15,1,3,1,0,0,1,1,51,0
9765,685,35,2,136722,1,10,2,1,0,0,1,1,1,41,0
9766,12190,49,2,158925,1,10,1,0,2,0,1,1,1,41,0
9767,19295,28,2,199173,0,14,0,11,3,0,1,1,1,41,0
9768,31198,31,2,122043,3,15,1,1,1,0,0,1,1,46,0
9769,3503,41,2,315322,1,10,2,1,4,0,1,1,626,53,0
9770,13635,39,2,186192,0,14,0,3,3,0,0,1,1,41,0
9771,9556,45,2,223309,3,15,4,5,4,0,1,1,1,49,0
9772,15247,20,2,311294,1,10,0,4,3,1,0,1,1,26,0
9773,27143,46,2,267968,0,14,1,3,1,0,0,1,1,46,0
9774,23081,48,2,115814,6,13,4,0,4,0,1,1,1,58,0
9775,17241,38,5,175361,1,10,1,6,1,0,0,1,1,41,0
9776,10225,31,2,391115,1,10,1,2,1,0,0,1,1,61,0
9777,11155,27,2,248991,2,8,1,0,1,0,0,1,1,41,0
9778,30058,52,3,72437,1,10,1,1,1,0,0,1,1,58,0
9779,7146,53,2,227833,0,14,1,3,1,0,0,1,1,51,0
9780,9433,59,1,21384,1,10,1,9,1,0,0,1,1,41,0
9781,23184,30,2,370243,5,11,1,6,1,0,0,1,1,41,0
9782,17569,48,2,204693,1,10,1,6,1,0,0,1,1,41,0
9783,1807,33,2,205391,1,10,1,5,1,0,0,1,1,50,0
9784,26574,39,2,318611,5,11,2,0,4,1,1,1,1,41,0
9785,213,61,2,85816,1,10,1,6,1,2,0,1,1,41,0
9786,14515,26,2,210096,2,8,3,2,0,0,1,1,1,41,4
9787,9692,58,2,257201,4,6,1,6,1,0,0,1,1,41,0
9788,15844,60,1,223132,1,10,2,1,0,0,0,1,1,61,0
9789,26736,31,2,196343,3,15,0,3,0,0,0,1,1,41,38
9790,4704,61,1,88571,7,12,1,7,2,0,1,1,1,16,10
9791,12277,25,2,99971,0,14,0,10,3,0,0,1,1,41,0
9792,21390,55,5,298216,0,14,1,1,1,0,0,1,1,51,0
9793,1534,36,2,357620,7,12,1,0,2,0,1,1,1,41,10
9794,4574,45,2,271283,0,14,2,9,4,0,1,1,1,57,0
9795,254,29,2,193869,0,14,0,10,3,0,0,1,1,51,0
9796,15851,28,2,68038,5,11,0,1,0,0,0,1,1,46,0
9797,6141,20,2,111837,1,10,0,7,3,0,0,1,1,36,0
9798,21571,21,2,117211,1,10,0,2,3,0,0,1,1,41,0
9799,20111,33,2,45797,15,9,1,2,1,0,0,1,1,41,0
9800,8309,47,2,148255,1,10,2,1,0,0,1,1,1,61,0
9801,14191,48,1,242520,1,10,1,1,1,0,0,1,1,51,0
9802,23933,72,2,216609,7,12,0,0,0,0,1,1,1,41,0
9803,13327,50,2,75674,1,10,0,0,3,2,1,1,1,41,0
9804,6500,40,2,194405,3,15,1,3,1,0,0,7689,1,41,0
9805,15780,23,2,164902,2,8,0,6,5,0,0,1,1,41,0
9806,14196,47,0,146306,5,11,2,10,0,4,1,1,1,49,0
9807,24573,36,2,422934,0,14,0,4,0,0,0,1,1,38,0
9808,21540,38,2,270060,5,11,2,0,4,0,1,25237,1,26,0
9809,13927,29,2,190526,0,14,1,1,1,0,0,1,1,51,0
9810,14283,56,2,303091,1,10,1,6,1,0,0,1,1673,46,0
9811,12573,46,2,363678,9,17,1,3,2,0,1,1,1978,31,0
9812,1589,24,2,121472,0,14,0,0,0,0,1,1,1,41,0
9813,13590,54,4,175898,1,10,1,6,1,0,0,1,1,41,0
9814,11626,19,2,161064,1,10,0,0,3,0,0,1,1,41,0
9815,26441,59,2,205411,1,10,1,9,1,0,0,1,1,41,0
9816,16092,24,0,386569,5,11,4,3,0,0,1,1,1,21,0
9817,9532,28,2,275467,12,7,0,2,3,1,0,1,1,41,0
9818,9192,37,2,167692,5,11,1,1,2,0,1,1,1,41,0
9819,19572,20,2,29084,1,10,0,5,3,3,1,1,1,26,0
9820,12617,35,2,108838,0,14,1,10,1,0,0,1,1,49,0
9821,17114,41,2,174516,1,10,6,9,4,0,1,1,1,41,0
9822,18747,18,5,183785,12,7,0,5,3,0,0,1,1,16,0
9823,22200,57,2,155658,8,5,2,9,0,0,1,1,1,21,29
9824,12272,43,2,33156,1,10,1,6,1,0,0,1,1,86,0
9825,21293,36,2,556903,1,10,2,4,0,1,0,1,1,41,0
9826,19650,54,5,137816,5,11,6,1,0,0,0,1,1,41,0
9827,5377,35,2,113212,6,13,1,3,2,0,1,1,1,46,0
9828,21918,19,1,213025,5,11,0,8,3,0,0,1,1,31,0
9829,21045,37,1,37779,3,15,1,8,1,0,0,1,1,71,0
9830,31028,44,2,170731,0,14,1,1,1,0,0,1,1978,51,0
9831,23971,30,2,210960,6,13,1,0,1,0,0,1,1,41,0
9832,14352,30,2,196118,0,14,0,5,3,0,1,1,1,41,0
9833,10364,43,0,211916,5,11,4,10,4,0,1,1,1,41,0
9834,12074,34,5,239019,9,17,1,3,1,0,0,1,1,61,0
9835,15915,37,2,224532,1,10,1,6,1,0,0,1,1,41,14
9836,22829,62,3,151370,10,16,1,3,1,0,0,1,1,51,0
9837,11119,38,2,64923,0,14,4,4,0,0,0,1,1,71,8
9838,18260,43,2,223935,6,13,2,1,4,0,1,1,1,41,0
9839,10577,38,4,161112,1,10,3,4,4,0,1,1,1,11,0
9840,6251,24,2,107883,0,14,0,1,0,0,1,1,1,41,0
9841,27750,56,2,143267,7,12,1,6,1,0,0,1,1,51,39
9842,3968,49,2,413364,2,8,1,7,1,0,0,1,2003,41,0
9843,10549,35,2,209901,5,11,2,3,0,0,0,1,1,16,0
9844,435,63,1,71468,3,15,1,3,1,0,0,1,1,41,0
9845,16325,33,2,299636,7,12,1,6,1,0,0,1,1,46,0
9846,3454,23,0,62866,5,11,0,0,0,0,1,1,1,9,0
9847,3861,46,1,39987,1,10,1,8,1,0,0,1,1741,57,0
9848,16876,38,2,245054,5,11,2,2,3,0,0,1,1505,41,0
9849,23968,43,2,183242,3,15,1,3,2,0,1,1,1,46,0
9850,15496,68,2,224985,1,10,6,0,0,0,1,15832,1,17,10
9851,30448,39,2,111378,5,11,1,1,1,0,0,1,1,56,0
9852,4220,26,2,171115,1,10,0,0,0,0,1,1,1,49,0
9853,12383,57,2,265519,5,11,1,3,1,0,0,1,1,46,0
9854,14908,28,2,207632,11,4,0,9,0,0,1,1,1,53,4
9855,24251,35,2,128064,1,10,2,4,4,0,1,1,1,37,0
9856,14111,33,2,116540,5,11,1,6,1,0,0,1,1,41,0
9857,15153,35,2,134738,0,14,0,5,3,0,0,1,1,41,0
9858,1158,45,0,107504,9,17,1,3,1,0,0,5014,1,61,0
9859,3213,35,2,142990,0,14,1,3,1,0,0,1,1,41,0
9860,10680,63,2,142770,5,11,1,11,1,0,0,1,1,41,0
9861,16663,36,2,140565,0,14,1,5,1,0,0,1,1,41,0
9862,20675,36,1,127931,1,10,3,8,0,0,0,1,1,61,0
9863,5932,60,0,200733,3,15,1,3,1,2,0,1,1,51,12
9864,12871,39,2,33395,1,10,1,5,1,0,0,1,1,76,0
9865,7564,27,5,316689,5,11,0,5,5,0,0,1,1,41,0
9866,9193,22,2,307316,5,11,0,0,4,0,0,1,1,41,0
9867,19604,36,4,331396,7,12,1,11,1,0,0,1,1,43,0
9868,3113,49,2,131763,1,10,0,4,0,0,1,1,1,31,0
9869,13836,40,6,334292,1,10,1,1,1,0,0,1,1,41,0
9870,15799,20,2,356273,5,11,0,0,0,0,1,1,1,26,0
9871,16181,61,4,93273,1,10,1,4,1,0,0,1,1,41,0
9872,25042,39,2,188889,0,14,0,1,0,0,0,1,1341,41,0
9873,8865,48,2,181653,1,10,1,9,2,0,1,1,1,41,0
9874,31849,22,1,304603,7,12,0,8,3,0,0,1,1,99,0
9875,4687,46,2,123284,1,10,4,9,4,1,1,1,1,16,0
9876,18156,30,3,59933,0,14,0,3,0,0,1,1,1,41,0
9877,17676,64,2,169984,2,8,6,5,0,0,1,2177,1,31,0
9878,32209,36,2,241154,7,12,0,10,0,0,0,1,1,41,0
9879,32535,23,2,325034,15,9,0,11,3,1,0,1,1,36,0
9880,31098,24,2,116831,15,9,0,6,0,0,0,1,1,51,0
9881,187,24,2,52754,1,10,0,9,0,0,0,1,1,51,0
9882,16134,52,4,43706,3,15,1,3,1,0,0,1,1,55,0
9883,14130,30,2,255188,5,11,0,10,4,1,1,1,1,41,0
9884,9597,22,0,185555,5,11,0,4,3,0,1,1,1,12,0
9885,15062,24,4,456666,1,10,0,4,3,1,0,1,1,41,0
9886,13672,26,2,209231,1,10,0,4,3,0,1,1,1,7,0
9887,4177,45,2,195259,3,15,2,1,0,0,0,1,1,51,0
9888,19271,32,2,117964,1,10,0,2,0,0,0,1,1,61,0
9889,32417,21,2,227779,5,11,0,5,0,0,1,1,1,57,0
9890,18199,32,2,62375,1,10,1,3,1,0,0,1,1,51,0
9891,5513,41,2,145167,1,10,1,6,1,0,0,4065,1,41,0
9892,8601,43,5,272552,0,14,2,10,0,0,1,1,1565,61,0
9893,23307,33,0,77724,0,14,2,1,0,2,1,1,1,41,0
9894,25414,50,1,219719,0,14,1,5,1,0,0,15025,1,41,0
9895,6835,36,2,150058,1,10,1,9,1,0,0,4387,1,49,0
9896,9157,23,2,167869,1,10,0,5,0,0,1,1,1,31,0
9897,2622,43,2,245627,1,10,1,6,1,3,0,1,1,61,0
9898,27094,25,2,177527,7,12,0,6,3,0,0,1,1,41,0
9899,22736,35,0,112063,3,15,0,3,4,0,1,1,1,41,0
9900,27373,71,5,232872,5,11,1,1,1,0,0,1,1,31,0
9901,22995,60,2,195821,1,10,1,7,1,0,0,1,1,41,0
9902,20347,55,2,327770,5,11,2,6,0,0,0,1,1,41,0
9903,6268,30,2,269787,1,10,1,6,1,0,0,1,1,41,0
9904,11664,30,2,228861,5,11,1,4,1,0,0,1,1,36,0
9905,16937,24,2,217962,5,11,0,2,3,0,0,1,1,16,0
9906,161,26,2,252753,1,10,0,4,4,0,1,1,1,41,0
9907,10623,39,0,267541,5,11,4,0,4,1,1,1,1,39,0
9908,30079,37,2,33395,0,14,1,5,1,0,0,1,1888,36,0
9909,14629,58,2,200317,5,11,1,6,1,0,0,1,1,41,0
9910,2217,46,2,142288,3,15,1,1,1,0,0,1,1,51,0
9911,19363,33,2,195603,0,14,1,5,1,0,0,1,1978,46,0
9912,9502,34,2,255335,0,14,1,3,1,0,0,1,1,26,0
9913,542,31,2,237904,5,11,0,2,4,0,1,1,1,41,0
9914,3546,71,4,111713,1,10,1,1,1,0,0,1,1,23,0
9915,24451,48,2,82798,0,14,1,3,1,0,0,1,1,51,0
9916,13667,23,0,264711,0,14,0,10,3,0,1,1,1,41,0
9917,12280,36,2,173587,1,10,1,6,1,0,0,1,1,46,0
9918,27927,44,2,257781,1,10,1,0,1,0,0,1,1,41,0
9919,2887,20,3,30560,1,10,5,5,2,0,1,1,1,41,0
9920,9862,42,2,173308,1,10,1,7,1,0,0,1,1,44,0
9921,30676,43,2,355729,7,12,0,6,0,0,0,1,1,45,0
9922,8141,20,2,269658,5,11,0,5,0,0,1,1,1,36,0
9923,24794,20,2,128347,1,10,0,9,3,0,1,1,1,41,0
9924,235,60,0,268701,1,10,1,4,1,0,0,1,1,41,0
9925,9490,40,2,247516,1,10,1,4,1,0,0,1,1,46,6
9926,4253,41,2,114158,1,10,1,9,1,0,0,1,1,41,0
9927,32205,20,2,693067,15,9,0,4,3,0,1,1,1,16,0
9928,12074,41,1,814851,4,6,2,4,0,3,1,1,1,21,0
9929,20975,64,0,99824,5,11,1,11,1,0,0,1,1,33,0
9930,23292,20,2,219190,15,9,0,4,3,0,0,1,1,26,0
9931,3186,36,2,261383,0,14,1,5,1,0,0,1,1,51,0
9932,6852,33,2,604507,1,10,1,7,3,0,0,1,1,73,4
9933,19043,31,2,366066,5,11,0,6,4,1,0,1,1,41,0
9934,31484,32,2,225780,1,10,0,9,0,0,1,1,1,41,0
9935,30935,40,2,242923,1,10,1,6,1,1,0,1,1,41,0
9936,16143,43,2,278927,5,11,2,1,0,0,1,1,1,41,0
9937,13812,32,2,230913,5,11,0,0,0,0,1,1,1,56,0
9938,22499,41,5,301008,0,14,1,3,1,0,0,1,1,61,0
9939,17671,44,4,265699,0,14,1,3,2,0,1,1,1,46,0
9940,5149,24,0,191166,5,11,0,11,0,0,0,1,1,16,0
9941,7948,50,2,80027,8,5,1,6,1,0,0,1,1,51,0
9942,23917,38,2,154211,5,11,1,6,1,2,0,1,1,41,37
9943,6582,24,2,181821,0,14,0,0,3,0,0,1,1,41,0
9944,8394,42,1,83412,1,10,1,1,1,0,0,1,1,41,0
9945,24099,24,2,595462,8,5,0,6,0,0,0,1,1,41,4
9946,3317,46,3,352095,5,11,1,10,1,0,0,7689,1,41,26
9947,4313,20,2,184711,5,11,0,6,3,0,0,1,1,21,0
9948,24627,36,3,84849,5,11,0,2,4,0,1,1,1,41,0
9949,24463,30,2,349117,1,10,4,5,4,0,1,1,1,26,0
9950,9806,26,2,294407,7,12,0,3,0,0,1,1,1,31,0
9951,8457,30,2,55391,1,10,1,6,1,0,0,1,1,41,0
9952,21934,66,2,94553,5,11,2,0,0,0,1,1,1,41,0
9953,21402,63,5,236097,1,10,2,1,0,1,0,1,1,41,0
9954,4227,52,4,88121,1,10,0,4,0,1,0,1,1,41,0
9955,5056,27,2,330696,5,11,1,9,1,0,0,1,1,41,0
9956,15847,67,2,386121,2,8,1,4,1,0,0,10606,1,41,0
9957,13342,39,2,85400,1,10,0,9,0,0,1,1,1,41,0
